Duration Used (days),Total Usage (minutes),Reason for Quitting,Cost Offered (rupees),Accepted Offer
95,8605,Others,600,TRUE
73,6061,Expensive,700,FALSE
88,5845,Unhappy,600,TRUE
39,3868,Expensive,900,FALSE
108,4709,Expensive,900,TRUE
193,13412,Expensive,900,TRUE
225,18113,Unhappy,800,TRUE
150,5616,Expensive,900,TRUE
326,10380,Expensive,600,TRUE
78,4865,Unhappy,500,TRUE
96,2920,Expensive,900,FALSE
23,538,Expensive,700,FALSE
28,2559,Not Useful,800,FALSE
356,21491,Expensive,500,TRUE
78,4048,Unhappy,600,TRUE
274,24388,Expensive,700,TRUE
162,4912,Unhappy,900,TRUE
87,8564,Expensive,800,TRUE
310,21987,Unhappy,700,FALSE
358,14862,Unhappy,700,TRUE
365,23929,Unhappy,700,FALSE
188,9069,Not Useful,600,FALSE
303,12092,Expensive,800,TRUE
172,10024,Expensive,500,TRUE
100,7732,Others,800,FALSE
115,4636,Others,900,FALSE
273,15772,Others,800,TRUE
351,29614,Not Useful,800,FALSE
183,15076,Others,900,TRUE
52,4786,Unhappy,700,FALSE
99,5639,Expensive,600,TRUE
56,2598,Not Useful,600,TRUE
364,30724,Expensive,500,FALSE
101,4324,Expensive,800,TRUE
32,2860,Expensive,700,FALSE
269,21893,Expensive,800,TRUE
148,4515,Unhappy,800,FALSE
254,15979,Not Useful,800,TRUE
365,31971,Expensive,800,FALSE
352,31316,Expensive,600,FALSE
108,3575,Expensive,500,FALSE
243,21305,Not Useful,700,TRUE
184,13563,Unhappy,600,FALSE
355,20315,Unhappy,600,TRUE
116,5694,Expensive,800,FALSE
327,10700,Unhappy,600,TRUE
129,6080,Others,700,TRUE
36,1856,Not Useful,800,FALSE
295,24797,Others,800,TRUE
104,4636,Not Useful,800,TRUE
155,13537,Unhappy,900,FALSE
57,5083,Not Useful,600,TRUE
288,15914,Unhappy,700,TRUE
362,17935,Expensive,900,FALSE
144,13072,Not Useful,700,FALSE
134,13206,Not Useful,600,TRUE
280,25503,Expensive,600,TRUE
180,6008,Unhappy,800,TRUE
261,21391,Expensive,900,TRUE
201,18880,Unhappy,500,TRUE
208,7992,Expensive,900,TRUE
177,13427,Not Useful,700,TRUE
127,4984,Not Useful,600,TRUE
25,2262,Others,900,FALSE
134,5877,Unhappy,900,TRUE
144,9696,Expensive,900,FALSE
119,4392,Not Useful,900,TRUE
90,8173,Expensive,500,TRUE
55,4763,Expensive,700,TRUE
315,30080,Not Useful,800,TRUE
243,20220,Others,800,FALSE
10,820,Not Useful,800,TRUE
60,1849,Expensive,800,TRUE
78,6181,Expensive,800,FALSE
1,33,Unhappy,900,TRUE
255,10596,Not Useful,600,TRUE
25,807,Not Useful,600,TRUE
280,15557,Others,500,TRUE
359,28973,Unhappy,800,TRUE
37,2134,Not Useful,600,TRUE
23,1083,Others,800,FALSE
247,12090,Expensive,500,TRUE
259,23320,Expensive,700,FALSE
62,3188,Unhappy,900,FALSE
260,16283,Expensive,800,TRUE
9,282,Unhappy,600,TRUE
216,9113,Unhappy,700,FALSE
86,4174,Expensive,700,FALSE
359,18374,Others,500,TRUE
26,2052,Not Useful,800,TRUE
97,2391,Expensive,800,FALSE
195,18266,Expensive,800,FALSE
204,11307,Expensive,700,FALSE
320,9834,Unhappy,600,FALSE
40,2901,Expensive,500,TRUE
341,11341,Unhappy,900,FALSE
311,21483,Others,500,TRUE
110,2418,Unhappy,700,TRUE
297,7661,Expensive,800,TRUE
151,11137,Unhappy,700,FALSE
349,21693,Expensive,500,TRUE
194,10126,Expensive,600,TRUE
69,3701,Unhappy,800,TRUE
196,14229,Unhappy,700,TRUE
266,25651,Unhappy,700,FALSE
249,11087,Others,500,FALSE
247,6226,Unhappy,500,TRUE
356,11063,Not Useful,900,FALSE
174,16770,Others,700,FALSE
126,9137,Unhappy,600,FALSE
34,2207,Unhappy,800,TRUE
31,2225,Unhappy,800,FALSE
110,3894,Expensive,600,TRUE
103,6268,Unhappy,700,FALSE
129,2916,Unhappy,500,TRUE
328,10622,Unhappy,600,TRUE
59,2545,Expensive,800,FALSE
168,14277,Expensive,900,TRUE
79,7199,Expensive,800,FALSE
254,14860,Not Useful,700,TRUE
193,9952,Not Useful,600,TRUE
64,1673,Unhappy,700,FALSE
74,1568,Unhappy,700,FALSE
270,25475,Not Useful,600,TRUE
190,5364,Unhappy,700,FALSE
252,23791,Not Useful,600,TRUE
38,1646,Expensive,700,TRUE
328,29342,Expensive,500,TRUE
117,5025,Others,600,TRUE
49,3416,Unhappy,500,TRUE
350,19437,Expensive,500,TRUE
18,1581,Not Useful,700,TRUE
321,21545,Expensive,600,TRUE
64,4869,Expensive,600,TRUE
177,4865,Unhappy,500,FALSE
202,10459,Unhappy,500,TRUE
291,28397,Expensive,900,FALSE
223,9408,Expensive,600,TRUE
192,13791,Others,900,TRUE
197,19240,Not Useful,900,FALSE
10,505,Not Useful,800,FALSE
282,10701,Unhappy,600,FALSE
284,22224,Unhappy,800,FALSE
110,9145,Expensive,800,TRUE
117,4621,Expensive,600,TRUE
350,34485,Expensive,700,TRUE
285,26507,Unhappy,500,TRUE
45,2776,Not Useful,900,FALSE
74,2914,Not Useful,900,FALSE
208,6398,Unhappy,700,TRUE
216,8366,Expensive,600,FALSE
267,19042,Expensive,600,TRUE
334,8414,Expensive,700,FALSE
346,24781,Unhappy,900,TRUE
312,30716,Others,500,TRUE
156,5318,Not Useful,700,TRUE
266,9391,Unhappy,800,TRUE
335,23327,Expensive,700,TRUE
109,5472,Expensive,700,TRUE
247,20672,Not Useful,500,TRUE
71,6245,Expensive,500,FALSE
188,15355,Others,700,TRUE
248,13618,Expensive,800,TRUE
160,14117,Unhappy,800,TRUE
224,4696,Unhappy,800,TRUE
310,17344,Unhappy,600,TRUE
217,9236,Expensive,700,TRUE
41,1219,Expensive,800,TRUE
168,7446,Unhappy,900,TRUE
290,21921,Not Useful,700,TRUE
97,2185,Expensive,500,TRUE
319,27769,Expensive,700,TRUE
319,13030,Expensive,500,TRUE
296,19149,Expensive,500,TRUE
314,26913,Unhappy,600,TRUE
57,5007,Others,900,FALSE
2,57,Not Useful,500,TRUE
51,4909,Not Useful,500,TRUE
13,889,Not Useful,700,TRUE
141,4267,Expensive,900,FALSE
83,4096,Unhappy,900,FALSE
123,9662,Not Useful,600,TRUE
12,243,Expensive,800,TRUE
336,24501,Expensive,900,TRUE
156,3731,Unhappy,900,TRUE
129,5839,Unhappy,500,TRUE
150,13809,Not Useful,500,FALSE
340,24688,Not Useful,700,TRUE
93,4859,Expensive,700,TRUE
210,16317,Others,500,TRUE
181,10417,Expensive,900,FALSE
299,12433,Expensive,800,FALSE
75,4228,Expensive,500,TRUE
245,23210,Unhappy,800,FALSE
216,15832,Not Useful,600,TRUE
217,18769,Not Useful,800,TRUE
1,46,Expensive,600,TRUE
345,12379,Expensive,900,TRUE
246,7887,Expensive,700,TRUE
348,13623,Unhappy,600,TRUE
50,3131,Expensive,500,TRUE
210,19583,Expensive,900,TRUE
135,8259,Unhappy,700,TRUE
37,1499,Expensive,900,TRUE
12,640,Not Useful,800,TRUE
42,1970,Not Useful,500,TRUE
197,4803,Not Useful,800,TRUE
229,14419,Unhappy,900,FALSE
327,7773,Unhappy,700,TRUE
173,15903,Unhappy,500,FALSE
90,6356,Unhappy,600,TRUE
31,1209,Expensive,600,FALSE
195,16152,Unhappy,800,FALSE
242,5944,Unhappy,500,FALSE
188,16245,Others,800,TRUE
270,15403,Others,800,TRUE
357,7374,Not Useful,800,FALSE
61,5512,Expensive,900,TRUE
199,10700,Expensive,900,FALSE
313,15210,Expensive,800,TRUE
82,4657,Not Useful,500,TRUE
82,4670,Not Useful,900,FALSE
273,19155,Unhappy,800,TRUE
114,10205,Others,700,FALSE
268,6841,Unhappy,900,FALSE
320,30547,Expensive,900,FALSE
334,20778,Unhappy,800,FALSE
195,11015,Others,600,FALSE
303,16335,Expensive,800,FALSE
232,15910,Unhappy,800,TRUE
353,30986,Unhappy,700,TRUE
16,1256,Unhappy,800,TRUE
37,2315,Unhappy,700,TRUE
91,6286,Unhappy,800,FALSE
80,1942,Not Useful,500,TRUE
51,1852,Expensive,700,TRUE
243,16590,Unhappy,700,FALSE
259,18696,Unhappy,600,TRUE
119,10920,Others,700,TRUE
197,12304,Not Useful,900,FALSE
19,1716,Expensive,600,TRUE
216,9659,Unhappy,700,FALSE
136,7233,Expensive,800,FALSE
170,16115,Unhappy,800,FALSE
362,29439,Not Useful,900,TRUE
187,10850,Unhappy,600,TRUE
298,21724,Not Useful,500,TRUE
131,4881,Unhappy,900,TRUE
91,3758,Expensive,500,TRUE
276,26451,Unhappy,800,FALSE
266,7190,Not Useful,500,TRUE
32,1785,Unhappy,900,FALSE
23,1482,Unhappy,800,FALSE
357,26467,Unhappy,900,TRUE
288,22786,Unhappy,800,TRUE
59,1310,Others,600,TRUE
195,9797,Expensive,500,FALSE
118,2435,Expensive,700,TRUE
56,4949,Unhappy,700,TRUE
57,4643,Expensive,900,TRUE
64,5529,Expensive,800,FALSE
213,4432,Unhappy,700,FALSE
158,13128,Expensive,600,TRUE
61,4169,Unhappy,600,TRUE
252,14446,Unhappy,800,FALSE
337,32161,Others,900,FALSE
126,7803,Others,900,TRUE
171,8065,Unhappy,600,TRUE
299,13772,Unhappy,500,TRUE
266,21616,Expensive,500,TRUE
34,3162,Unhappy,600,TRUE
98,4399,Expensive,900,FALSE
302,26667,Unhappy,800,TRUE
86,7916,Not Useful,700,FALSE
323,8295,Unhappy,700,FALSE
264,20948,Others,800,FALSE
284,18455,Expensive,500,TRUE
95,4832,Not Useful,700,FALSE
82,5616,Expensive,900,TRUE
125,7254,Not Useful,600,TRUE
178,17472,Not Useful,800,TRUE
164,14754,Expensive,900,FALSE
335,22258,Unhappy,500,TRUE
36,1153,Expensive,600,TRUE
34,747,Others,900,FALSE
63,4489,Not Useful,700,TRUE
32,2465,Not Useful,700,TRUE
23,1001,Not Useful,500,TRUE
1,46,Not Useful,700,FALSE
282,15805,Not Useful,900,FALSE
28,1877,Expensive,500,FALSE
16,404,Not Useful,900,TRUE
84,2892,Unhappy,800,FALSE
319,26481,Not Useful,900,FALSE
70,3574,Others,900,TRUE
199,16483,Unhappy,500,FALSE
107,3824,Expensive,900,TRUE
249,15284,Expensive,800,FALSE
334,21810,Unhappy,900,FALSE
224,7451,Expensive,700,FALSE
339,10802,Expensive,600,TRUE
312,26892,Expensive,700,TRUE
76,4680,Expensive,900,FALSE
43,3320,Expensive,500,TRUE
221,17758,Unhappy,700,TRUE
228,17061,Expensive,900,FALSE
173,9517,Others,500,TRUE
199,12390,Not Useful,500,TRUE
147,4804,Expensive,700,TRUE
221,18776,Unhappy,900,FALSE
145,10775,Unhappy,900,TRUE
55,1123,Expensive,700,TRUE
23,1942,Unhappy,900,FALSE
295,20647,Not Useful,600,FALSE
352,28129,Expensive,800,FALSE
334,30980,Unhappy,900,TRUE
296,9583,Not Useful,600,FALSE
77,5517,Expensive,500,TRUE
340,11794,Unhappy,600,TRUE
313,22071,Unhappy,900,FALSE
270,21360,Expensive,700,TRUE
115,2846,Unhappy,700,FALSE
265,18935,Unhappy,900,TRUE
211,9211,Expensive,800,FALSE
143,6216,Expensive,600,TRUE
355,15328,Others,800,FALSE
335,31637,Expensive,900,TRUE
67,5447,Expensive,600,TRUE
328,13887,Unhappy,800,TRUE
334,13950,Not Useful,900,FALSE
148,12984,Expensive,500,TRUE
82,5975,Expensive,900,TRUE
344,15799,Expensive,600,TRUE
133,11041,Unhappy,500,TRUE
243,15955,Unhappy,800,FALSE
363,11897,Expensive,600,TRUE
27,2260,Unhappy,900,TRUE
226,12906,Unhappy,700,FALSE
173,10465,Unhappy,900,FALSE
8,367,Expensive,800,FALSE
360,27681,Expensive,900,FALSE
275,6229,Not Useful,700,TRUE
351,31300,Not Useful,700,FALSE
238,7401,Not Useful,900,TRUE
121,4205,Unhappy,700,TRUE
69,2421,Expensive,600,TRUE
121,4354,Expensive,800,TRUE
146,10731,Expensive,600,TRUE
226,19727,Expensive,500,TRUE
220,6762,Others,600,TRUE
152,6630,Not Useful,800,FALSE
346,15467,Expensive,900,FALSE
308,25184,Unhappy,500,TRUE
63,6212,Not Useful,500,TRUE
216,10006,Others,800,TRUE
268,23503,Expensive,900,TRUE
322,11425,Expensive,900,FALSE
215,21213,Expensive,700,TRUE
249,21183,Others,700,TRUE
66,3190,Expensive,700,TRUE
220,6554,Not Useful,500,TRUE
356,28099,Expensive,700,TRUE
186,14527,Expensive,700,FALSE
123,11035,Others,800,TRUE
202,16052,Expensive,800,TRUE
244,10701,Unhappy,500,FALSE
172,12318,Expensive,600,TRUE
314,25032,Expensive,500,TRUE
172,9918,Others,600,TRUE
112,4760,Unhappy,500,FALSE
150,4507,Unhappy,700,TRUE
290,7236,Unhappy,900,FALSE
8,743,Expensive,900,FALSE
226,20609,Unhappy,700,FALSE
251,5826,Unhappy,900,TRUE
169,5124,Unhappy,700,TRUE
253,24605,Others,600,TRUE
182,4961,Not Useful,700,TRUE
230,21454,Not Useful,600,TRUE
359,32729,Expensive,800,TRUE
198,11202,Expensive,700,TRUE
9,781,Unhappy,500,FALSE
206,7315,Expensive,700,FALSE
238,5708,Unhappy,500,TRUE
354,22942,Not Useful,900,TRUE
220,18733,Expensive,800,FALSE
295,28580,Expensive,800,TRUE
173,9150,Unhappy,500,TRUE
317,7617,Expensive,900,FALSE
314,25169,Others,800,FALSE
306,20337,Expensive,600,TRUE
271,14780,Unhappy,600,TRUE
279,21656,Expensive,900,TRUE
131,8537,Expensive,800,FALSE
249,22963,Expensive,700,TRUE
162,10120,Unhappy,600,TRUE
353,20566,Unhappy,500,TRUE
147,9294,Unhappy,800,FALSE
144,11974,Unhappy,700,FALSE
172,11961,Unhappy,700,TRUE
127,10015,Not Useful,900,FALSE
227,6732,Others,900,FALSE
169,4801,Expensive,800,FALSE
351,22270,Not Useful,500,TRUE
31,1906,Unhappy,700,TRUE
41,2497,Unhappy,600,TRUE
74,4023,Unhappy,700,FALSE
333,31981,Expensive,600,FALSE
143,4771,Expensive,700,TRUE
154,4806,Unhappy,600,TRUE
335,17232,Expensive,700,TRUE
147,6941,Not Useful,700,TRUE
324,16159,Not Useful,900,FALSE
117,3779,Unhappy,800,TRUE
362,9251,Expensive,800,TRUE
206,8759,Expensive,700,FALSE
2,42,Expensive,500,TRUE
201,9301,Others,800,TRUE
56,3400,Expensive,800,FALSE
252,23266,Not Useful,600,TRUE
55,5333,Not Useful,700,TRUE
336,16048,Others,600,TRUE
283,13560,Expensive,700,FALSE
115,2346,Expensive,900,TRUE
231,21468,Not Useful,600,TRUE
141,8514,Expensive,600,TRUE
47,2650,Expensive,500,TRUE
295,9443,Not Useful,700,TRUE
15,548,Expensive,800,TRUE
279,16520,Expensive,900,FALSE
59,1658,Expensive,600,TRUE
261,23524,Expensive,500,TRUE
35,1796,Unhappy,600,FALSE
66,4592,Unhappy,500,TRUE
213,11872,Expensive,900,TRUE
165,15533,Not Useful,900,FALSE
68,5196,Expensive,700,TRUE
201,16692,Not Useful,900,FALSE
307,14883,Unhappy,900,FALSE
297,12675,Unhappy,700,TRUE
13,501,Expensive,600,FALSE
363,15333,Unhappy,900,TRUE
88,4214,Expensive,500,TRUE
157,14117,Expensive,700,TRUE
274,12670,Expensive,600,TRUE
93,4295,Expensive,500,TRUE
172,15929,Expensive,800,FALSE
298,12435,Others,500,TRUE
338,31637,Unhappy,600,TRUE
222,5974,Expensive,800,FALSE
241,20244,Expensive,700,TRUE
93,5195,Expensive,900,FALSE
272,18559,Unhappy,700,FALSE
330,19244,Not Useful,800,FALSE
265,22553,Expensive,900,FALSE
306,23585,Expensive,600,TRUE
37,2817,Expensive,900,FALSE
62,4200,Unhappy,900,TRUE
365,16632,Unhappy,600,TRUE
61,5530,Expensive,700,FALSE
17,723,Others,600,TRUE
77,4311,Not Useful,800,FALSE
249,19632,Expensive,700,FALSE
188,9113,Expensive,600,TRUE
157,5484,Expensive,500,FALSE
119,4040,Unhappy,700,FALSE
76,5089,Unhappy,900,TRUE
255,24716,Others,900,FALSE
55,4460,Not Useful,500,TRUE
280,15320,Expensive,500,TRUE
233,6571,Unhappy,600,TRUE
97,7686,Expensive,500,TRUE
265,7147,Not Useful,900,FALSE
67,6364,Not Useful,500,TRUE
176,15497,Unhappy,800,FALSE
186,9704,Expensive,800,TRUE
297,20187,Unhappy,600,TRUE
357,16224,Expensive,500,TRUE
25,2469,Others,700,TRUE
295,27634,Expensive,700,FALSE
208,17412,Expensive,700,FALSE
128,4657,Not Useful,800,FALSE
70,3902,Others,800,TRUE
116,3618,Not Useful,600,TRUE
138,12767,Expensive,800,TRUE
124,3408,Expensive,500,TRUE
82,8069,Others,900,FALSE
250,18487,Expensive,500,FALSE
223,16208,Expensive,700,TRUE
151,7643,Expensive,700,FALSE
73,5119,Unhappy,600,FALSE
193,5887,Not Useful,900,FALSE
299,13908,Not Useful,900,TRUE
139,8301,Unhappy,700,FALSE
289,19012,Unhappy,700,TRUE
259,8540,Expensive,600,TRUE
209,8352,Unhappy,600,TRUE
167,5727,Others,700,FALSE
314,26539,Expensive,800,FALSE
116,6398,Others,900,FALSE
95,1942,Unhappy,600,TRUE
82,3651,Expensive,900,FALSE
4,338,Expensive,700,FALSE
330,19009,Unhappy,900,FALSE
233,6841,Unhappy,500,TRUE
224,11940,Not Useful,900,FALSE
270,17362,Expensive,500,TRUE
123,7126,Expensive,600,TRUE
155,6530,Others,800,FALSE
138,8907,Expensive,800,FALSE
109,2440,Unhappy,700,TRUE
235,13961,Expensive,900,TRUE
192,14511,Expensive,900,FALSE
205,4228,Not Useful,900,FALSE
243,15292,Unhappy,800,FALSE
242,4926,Not Useful,900,FALSE
5,209,Unhappy,600,TRUE
212,6055,Unhappy,500,TRUE
263,15897,Expensive,800,TRUE
343,12394,Unhappy,600,TRUE
224,6795,Expensive,700,FALSE
241,20456,Expensive,600,FALSE
47,1491,Expensive,800,FALSE
361,16338,Others,800,TRUE
134,2798,Not Useful,900,FALSE
341,24288,Not Useful,700,FALSE
346,8457,Expensive,500,TRUE
19,1012,Expensive,500,TRUE
263,13836,Others,900,TRUE
214,18922,Others,500,TRUE
49,3200,Expensive,800,TRUE
270,24131,Not Useful,600,TRUE
244,5422,Unhappy,600,TRUE
355,14474,Unhappy,500,FALSE
200,4826,Expensive,800,TRUE
23,1015,Not Useful,800,TRUE
46,3224,Expensive,700,FALSE
49,1683,Not Useful,800,FALSE
345,17848,Others,600,TRUE
25,2132,Not Useful,900,TRUE
328,24447,Unhappy,600,TRUE
215,9890,Unhappy,700,FALSE
245,13697,Others,600,FALSE
348,27100,Not Useful,900,TRUE
290,16561,Not Useful,800,FALSE
90,8802,Expensive,800,TRUE
195,4813,Expensive,500,TRUE
339,13257,Expensive,700,TRUE
169,11733,Expensive,500,FALSE
142,4422,Expensive,700,TRUE
21,570,Expensive,700,TRUE
61,2085,Unhappy,900,FALSE
84,4071,Unhappy,500,TRUE
288,13975,Not Useful,700,TRUE
304,21950,Not Useful,600,TRUE
335,19087,Expensive,500,TRUE
75,2358,Others,900,FALSE
277,18079,Expensive,700,TRUE
169,5503,Unhappy,900,FALSE
82,5190,Unhappy,900,TRUE
96,4146,Not Useful,800,FALSE
25,561,Not Useful,800,TRUE
213,16701,Expensive,700,TRUE
360,27773,Unhappy,800,FALSE
31,1931,Not Useful,900,TRUE
269,25072,Expensive,800,TRUE
52,3128,Expensive,600,FALSE
280,17826,Others,800,TRUE
58,5233,Expensive,700,TRUE
120,3261,Expensive,600,TRUE
300,28966,Expensive,900,TRUE
257,9204,Not Useful,700,FALSE
287,27664,Unhappy,600,TRUE
129,9547,Unhappy,900,FALSE
217,13524,Unhappy,800,TRUE
356,24211,Not Useful,700,TRUE
17,1134,Not Useful,500,FALSE
280,7971,Not Useful,500,TRUE
42,2518,Unhappy,600,FALSE
291,12511,Expensive,600,TRUE
98,3574,Others,700,TRUE
313,31129,Unhappy,600,TRUE
362,26072,Unhappy,900,TRUE
69,5396,Unhappy,900,FALSE
42,2790,Not Useful,500,TRUE
151,3206,Expensive,900,TRUE
186,8086,Expensive,600,FALSE
105,8708,Expensive,700,TRUE
320,28300,Unhappy,900,FALSE
133,4301,Unhappy,800,TRUE
154,4123,Not Useful,900,TRUE
23,558,Unhappy,700,FALSE
283,13189,Not Useful,600,TRUE
250,18172,Unhappy,700,TRUE
148,3660,Not Useful,500,FALSE
170,7288,Not Useful,500,FALSE
259,24829,Unhappy,800,FALSE
264,12854,Expensive,800,FALSE
309,13958,Expensive,900,TRUE
288,17617,Not Useful,500,TRUE
346,14777,Expensive,800,FALSE
69,4228,Not Useful,900,FALSE
4,216,Expensive,800,TRUE
326,30024,Unhappy,600,TRUE
77,4882,Expensive,700,TRUE
328,21760,Unhappy,800,TRUE
119,8691,Expensive,600,TRUE
119,3682,Not Useful,500,TRUE
351,30096,Expensive,600,TRUE
161,12063,Expensive,500,TRUE
276,7441,Not Useful,800,TRUE
139,12235,Not Useful,900,FALSE
279,25582,Expensive,800,FALSE
62,4897,Expensive,700,TRUE
285,6533,Expensive,700,FALSE
51,1303,Expensive,900,TRUE
211,18808,Others,900,TRUE
195,9504,Expensive,800,TRUE
73,5157,Expensive,900,TRUE
319,21247,Unhappy,600,TRUE
110,8915,Unhappy,800,TRUE
108,3324,Not Useful,900,TRUE
51,2082,Expensive,700,TRUE
239,11994,Expensive,700,TRUE
111,10855,Unhappy,500,FALSE
345,28016,Expensive,700,FALSE
194,4906,Unhappy,600,TRUE
191,7407,Unhappy,700,FALSE
92,6155,Expensive,600,TRUE
175,7366,Unhappy,800,FALSE
216,18568,Expensive,500,TRUE
57,2555,Unhappy,600,FALSE
235,9426,Expensive,600,FALSE
122,8194,Unhappy,600,TRUE
67,3658,Expensive,800,TRUE
34,1386,Expensive,500,TRUE
110,7023,Expensive,900,FALSE
59,5674,Not Useful,500,FALSE
17,427,Not Useful,700,FALSE
140,8050,Not Useful,600,TRUE
359,22985,Expensive,800,TRUE
324,24984,Unhappy,700,FALSE
75,1757,Not Useful,500,FALSE
216,16215,Not Useful,500,TRUE
20,1058,Expensive,900,TRUE
278,5788,Not Useful,500,TRUE
323,17688,Others,500,TRUE
224,9175,Unhappy,500,TRUE
269,5808,Expensive,500,TRUE
77,6880,Expensive,900,FALSE
307,18056,Unhappy,500,TRUE
26,1751,Unhappy,800,TRUE
242,16697,Expensive,600,TRUE
32,1361,Not Useful,600,TRUE
159,14302,Not Useful,500,TRUE
94,3337,Expensive,500,TRUE
345,22457,Expensive,600,TRUE
126,8969,Unhappy,800,TRUE
340,23188,Expensive,800,TRUE
146,5137,Unhappy,500,TRUE
155,15055,Expensive,700,TRUE
242,6190,Expensive,700,TRUE
350,17392,Unhappy,700,TRUE
6,567,Not Useful,800,TRUE
309,10760,Expensive,900,FALSE
245,16288,Expensive,600,TRUE
88,7538,Expensive,700,TRUE
293,19791,Not Useful,500,TRUE
310,13241,Unhappy,500,TRUE
155,9492,Expensive,500,FALSE
265,18004,Expensive,900,FALSE
317,29560,Not Useful,500,TRUE
66,6128,Expensive,700,TRUE
186,5689,Unhappy,700,FALSE
74,2203,Expensive,600,TRUE
37,1790,Unhappy,500,TRUE
235,10333,Expensive,900,FALSE
56,5295,Expensive,800,TRUE
63,3766,Expensive,600,TRUE
115,3016,Expensive,600,TRUE
351,19987,Unhappy,700,TRUE
187,6624,Expensive,700,TRUE
322,22053,Not Useful,700,TRUE
281,11751,Not Useful,800,TRUE
72,7030,Unhappy,800,TRUE
176,14196,Expensive,900,TRUE
346,12645,Unhappy,900,TRUE
308,26141,Expensive,500,TRUE
223,10101,Expensive,700,FALSE
91,6282,Expensive,800,FALSE
199,7052,Not Useful,700,FALSE
33,2129,Unhappy,900,FALSE
155,6922,Others,700,TRUE
125,5978,Unhappy,600,TRUE
281,19289,Expensive,800,TRUE
308,19319,Expensive,900,FALSE
5,174,Expensive,800,TRUE
148,4555,Others,900,TRUE
93,7715,Expensive,900,FALSE
242,17239,Expensive,500,TRUE
307,17435,Expensive,600,TRUE
184,8928,Not Useful,600,TRUE
161,14288,Unhappy,700,FALSE
243,20526,Expensive,600,TRUE
218,12505,Expensive,900,TRUE
195,11228,Expensive,600,TRUE
206,13472,Expensive,900,FALSE
65,4323,Unhappy,600,TRUE
305,15196,Others,700,TRUE
311,11273,Not Useful,800,TRUE
299,17440,Expensive,600,TRUE
164,13183,Unhappy,600,TRUE
101,8446,Others,500,TRUE
31,2862,Expensive,900,FALSE
319,29479,Expensive,600,FALSE
73,5041,Others,500,TRUE
322,27587,Not Useful,500,TRUE
97,2558,Expensive,900,TRUE
200,7103,Expensive,700,TRUE
351,14261,Unhappy,800,FALSE
340,14534,Expensive,600,TRUE
158,5367,Unhappy,600,FALSE
285,20514,Unhappy,900,FALSE
230,14122,Not Useful,600,FALSE
77,6959,Unhappy,800,TRUE
234,21714,Expensive,500,TRUE
108,9933,Not Useful,600,TRUE
45,3826,Others,500,TRUE
259,18060,Unhappy,500,TRUE
341,33060,Not Useful,500,TRUE
9,377,Others,500,TRUE
248,7478,Others,600,FALSE
30,2880,Not Useful,700,TRUE
267,14610,Unhappy,900,FALSE
321,27391,Expensive,900,FALSE
82,6304,Unhappy,900,FALSE
72,3203,Unhappy,600,FALSE
284,9662,Expensive,600,TRUE
24,609,Expensive,800,FALSE
172,7528,Expensive,500,FALSE
212,15718,Expensive,800,FALSE
324,19329,Others,900,TRUE
11,1098,Not Useful,800,TRUE
257,12267,Not Useful,900,FALSE
239,12083,Expensive,600,FALSE
197,7210,Expensive,600,FALSE
294,27959,Not Useful,700,TRUE
262,25484,Expensive,700,FALSE
179,8977,Not Useful,500,TRUE
65,3508,Others,700,FALSE
148,14413,Expensive,900,TRUE
64,3292,Expensive,500,FALSE
76,3744,Expensive,500,TRUE
106,10131,Unhappy,500,TRUE
185,12547,Not Useful,700,FALSE
259,7795,Expensive,600,TRUE
183,8812,Unhappy,600,TRUE
261,20807,Not Useful,900,TRUE
52,4190,Unhappy,700,TRUE
23,1393,Unhappy,900,TRUE
191,6662,Expensive,700,FALSE
235,5567,Others,500,FALSE
275,10949,Expensive,500,TRUE
117,6378,Not Useful,700,TRUE
289,20514,Others,500,TRUE
187,14591,Unhappy,500,TRUE
258,22529,Unhappy,900,FALSE
267,18633,Unhappy,900,FALSE
54,5151,Expensive,900,TRUE
145,7032,Expensive,800,FALSE
94,1967,Not Useful,600,TRUE
70,2854,Unhappy,600,FALSE
311,11734,Not Useful,800,FALSE
189,9063,Others,800,TRUE
182,5264,Expensive,900,FALSE
51,1079,Not Useful,800,TRUE
181,10902,Not Useful,700,FALSE
40,3386,Not Useful,500,TRUE
18,402,Unhappy,600,TRUE
274,27291,Others,800,TRUE
339,20370,Expensive,500,FALSE
32,1283,Expensive,500,TRUE
319,24710,Expensive,900,TRUE
308,22230,Unhappy,600,TRUE
52,2283,Unhappy,800,TRUE
339,31073,Unhappy,900,FALSE
170,12098,Expensive,500,FALSE
263,10005,Expensive,900,TRUE
19,1207,Expensive,900,FALSE
362,25112,Others,500,TRUE
213,14013,Unhappy,800,FALSE
263,13807,Expensive,900,FALSE
20,1616,Expensive,700,TRUE
325,27760,Others,900,TRUE
288,8171,Others,600,TRUE
330,26122,Unhappy,600,TRUE
312,6655,Unhappy,800,TRUE
157,10703,Unhappy,700,TRUE
350,18644,Not Useful,700,FALSE
315,10229,Expensive,600,TRUE
79,7811,Expensive,800,FALSE
49,2234,Unhappy,600,TRUE
2,169,Others,700,FALSE
205,7607,Expensive,700,FALSE
30,1959,Unhappy,600,FALSE
120,6946,Not Useful,500,TRUE
35,2970,Unhappy,500,TRUE
80,5131,Expensive,500,TRUE
